"winner","round_type","ct","t"
"t","FORCE_BUY",27450,16400
"ct","NORMAL",25700,24600
"ct","ECO",25200,7900
"t","ECO",29150,10200
"t","NORMAL",9450,13600
"t","NORMAL",20500,22100
"t","ECO",7200,19500
"ct","NORMAL",25450,20450
"ct","ECO",29400,8250
"ct","ECO",30200,1200
"ct","NORMAL",27950,20400
"t","PISTOL_ROUND",3000,4350
"t","ECO",5050,19350
"t","ECO",3300,20100
"t","NORMAL",21650,21700
"t","ECO",9800,26900
"t","ECO",10700,29450
"ct","NORMAL",9400,15550
"ct","ECO",18100,5050
"ct","NORMAL",24250,20450
"ct","ECO",27600,3400
"ct","NORMAL",29700,23800
"t","NORMAL",29800,23700
"t","NORMAL",22500,26650
"t","ECO",3800,27850
"ct","NORMAL",23750,29100
"ct","NORMAL",29500,24200
"t","ECO",29950,10400
"t","NORMAL",26800,24700
"t","ECO",3050,25000
"t","NORMAL",23750,20100
"ct","PISTOL_ROUND",4250,4350
"ct","ECO",17900,1700
"t","NORMAL",22900,21650
"t","ECO",4500,21750
"t","NORMAL",23600,24600
"t","ECO",3000,24500
"ct","NORMAL",23000,19300
"ct","ECO",26250,4150
"t","NORMAL",20550,24100
"t","ECO",1900,23700
"t","NORMAL",18900,24400
"ct","FORCE_BUY",12500,27050
"t","NORMAL",25800,26650
"t","ECO",8550,26750
"t","PISTOL_ROUND",3850,4100
"t","ECO",5600,16750
"t","ECO",3300,15500
"t","NORMAL",22900,24700
"t","ECO",8000,29700
"ct","NORMAL",29350,25150
"t","NORMAL",30700,24850
"t","ECO",3250,29400
"t","ECO",1900,29900
"t","NORMAL",29800,27450
"t","ECO",7200,27850
"t","NORMAL",28050,27950
"t","FORCE_BUY",11600,23600
"t","NORMAL",23250,28250
"t","NORMAL",19900,25250
"ct","PISTOL_ROUND",4300,4000
"ct","SEMI_ECO",18650,7950
"t","PISTOL_ROUND",3650,3550
"t","SEMI_ECO",7650,17700
"t","ECO",1300,17650
"ct","NORMAL",23900,26750
"ct","NORMAL",22300,23900
"ct","FORCE_BUY",29000,16550
"ct","SEMI_ECO",22150,8900
"ct","NORMAL",29700,18300
"t","NORMAL",27850,24450
"t","ECO",5000,22550
"t","NORMAL",21300,25900
"t","ECO",3250,26950
"ct","NORMAL",26300,27300
"t","NORMAL",27750,21400
"t","ECO",6300,23800
"t","PISTOL_ROUND",4550,2950
"t","SEMI_ECO",6750,14850
"t","ECO",6950,19200
"ct","NORMAL",24400,27450
"t","NORMAL",30250,18500
"t","ECO",4050,25950
"t","ECO",4700,26750
"ct","NORMAL",28600,28550
"ct","NORMAL",17450,25400
"t","NORMAL",25500,24400
"ct","ECO",3500,22800
"ct","FORCE_BUY",29600,16750
"ct","SEMI_ECO",31600,14200
"ct","PISTOL_ROUND",4050,4350
"ct","ECO",15550,1600
"t","NORMAL",23600,18700
"t","FORCE_BUY",10400,21450
"t","ECO",2450,24500
"ct","ECO",5150,25200
"t","NORMAL",30450,25250
"ct","NORMAL",21100,28100
"ct","NORMAL",26800,17150
"ct","ECO",27000,7250
"t","NORMAL",30300,19500
"ct","NORMAL",27250,25450
"ct","ECO",30400,7200
"ct","NORMAL",30450,20050
"t","ECO",32050,9900
"ct","PISTOL_ROUND",4300,3800
"t","FORCE_BUY",15000,7250
"ct","ECO",6000,19000
"ct","ECO",24800,9400
"ct","ECO",31050,1400
"ct","FORCE_BUY",33150,18900
"t","ECO",32750,10650
"ct","NORMAL",23250,25600
"ct","ECO",31650,7900
"ct","ECO",30450,7450
"ct","FORCE_BUY",32950,15000
"ct","NORMAL",26300,22100
"t","PISTOL_ROUND",3100,4450
"t","ECO",3150,16800
"t","ECO",2700,18800
"ct","NORMAL",22600,20200
"t","NORMAL",17450,20350
"t","ECO",5000,24000
"ct","NORMAL",24100,20150
"ct","FORCE_BUY",23150,12150
"t","ECO",26900,10050
"t","FORCE_BUY",11800,23150
"t","ECO",2900,23500
"t","NORMAL",19600,25000
"t","FORCE_BUY",12850,27000
"ct","NORMAL",23850,28900
"t","NORMAL",28400,18900
"ct","PISTOL_ROUND",4400,4200
"ct","ECO",18300,4600
"ct","FORCE_BUY",21800,11950
"t","NORMAL",23900,16850
"ct","FORCE_BUY",10450,18200
"ct","NORMAL",27900,23700
"t","PISTOL_ROUND",4400,4250
"ct","FORCE_BUY",8050,15100
"ct","ECO",20300,3600
"t","NORMAL",23000,23600
"ct","NORMAL",25650,19200
"t","ECO",27600,6200
"t","ECO",5200,24350
"t","NORMAL",24500,26000
"ct","ECO",3450,19350
"ct","ECO",29800,800
"ct","ECO",33200,11450
"ct","ECO",33700,1100
"t","NORMAL",33600,20950
"ct","NORMAL",32700,21900
"t","ECO",32600,9750
"ct","PISTOL_ROUND",4400,4450
"ct","ECO",16600,2000
"ct","NORMAL",23950,16800
"ct","ECO",28700,3050
"t","NORMAL",33800,24500
"t","NORMAL",29150,30100
"ct","ECO",2100,29700
"t","SEMI_ECO",29500,11800
"t","SEMI_ECO",9950,26150
"t","ECO",2950,28250
"t","NORMAL",23750,28250
"t","ECO",2950,30250
"ct","NORMAL",29250,30200
"t","NORMAL",22650,26950
"ct","PISTOL_ROUND",3650,4350
"ct","SEMI_ECO",20850,8050
"ct","ECO",24900,1000
"ct","NORMAL",30300,22450
"ct","ECO",32950,5400
"ct","NORMAL",34650,25100
"ct","NORMAL",33350,21850
"ct","SEMI_ECO",33650,14750
"t","NORMAL",33700,21600
"t","NORMAL",27850,23200
"t","NORMAL",24250,24200
"t","ECO",5300,19900
"ct","NORMAL",25700,25200
"ct","NORMAL",19250,26000
"t","NORMAL",28000,21500
"t","PISTOL_ROUND",4200,4300
"t","ECO",7250,19800
"t","ECO",1700,23200
"ct","NORMAL",24100,24700
"ct","NORMAL",23600,22500
"ct","ECO",33300,7100
"ct","NORMAL",33900,21000
"ct","ECO",33300,5900
"ct","FORCE_BUY",32450,15800
"ct","NORMAL",27150,23800
"ct","NORMAL",31300,20250
"t","ECO",32650,7650
"ct","NORMAL",24200,27850
"t","FORCE_BUY",23700,13450
"t","FORCE_BUY",11450,24650
"t","PISTOL_ROUND",4550,4100
"t","ECO",5000,15100
"t","ECO",1000,18500
"ct","NORMAL",25200,23850
"ct","NORMAL",23100,23550
"ct","NORMAL",31300,23150
"ct","NORMAL",28300,21650
"ct","ECO",28700,1950
"ct","NORMAL",28950,25800
"t","NORMAL",31000,24750
"t","ECO",2500,23150
"ct","NORMAL",23750,25600
"t","NORMAL",21800,23250
"t","ECO",800,25450
"t","NORMAL",18500,26050
"t","PISTOL_ROUND",4350,4300
"t","ECO",5250,17800
"t","ECO",2650,20950
"t","NORMAL",21100,25100
"t","ECO",5550,26500
"ct","NORMAL",26200,27550
"t","NORMAL",27950,22500
"ct","ECO",9550,27250
"ct","NORMAL",22100,13600
"ct","ECO",24100,3150
"ct","NORMAL",23250,25950
"t","ECO",25150,4650
"ct","NORMAL",26600,22650
"ct","NORMAL",26350,18100
"t","ECO",31300,11300
"t","NORMAL",25750,27350
"t","NORMAL",22500,27250
"ct","NORMAL",24050,27750
"ct","NORMAL",33050,27350
"ct","NORMAL",33050,27550
"ct","PISTOL_ROUND",4400,3550
"ct","ECO",13350,1700
"ct","NORMAL",19300,21800
"ct","ECO",29900,2700
"ct","FORCE_BUY",32150,19050
"ct","NORMAL",28800,24550
"ct","ECO",33300,4100
"ct","NORMAL",31450,27150
"t","NORMAL",29400,21450
"t","NORMAL",23700,22300
"ct","NORMAL",11850,18200
"ct","ECO",29000,3400
"t","NORMAL",27850,21450
"t","NORMAL",14500,17750
"ct","ECO",9950,27900
"ct","PISTOL_ROUND",4400,4300
"ct","FORCE_BUY",11200,6450
"ct","ECO",21200,2100
"ct","NORMAL",29050,22900
"ct","ECO",30550,8100
"ct","NORMAL",32450,23050
"ct","FORCE_BUY",35600,16250
"t","NORMAL",28250,26400
"t","NORMAL",29650,23550
"t","ECO",6800,25200
"t","NORMAL",25100,26000
"ct","NORMAL",18450,27350
"t","NORMAL",18700,26100
"t","PISTOL_ROUND",4250,4450
"t","SEMI_ECO",7600,19400
"t","ECO",2950,22200
"ct","NORMAL",21800,26400
"ct","NORMAL",27750,18200
"ct","ECO",29000,4950
"ct","FORCE_BUY",31500,17900
"ct","FORCE_BUY",31400,18800
"t","NORMAL",27000,24950
"ct","NORMAL",22800,20850
"t","FORCE_BUY",24400,11650
"t","ECO",6700,24000
"t","FORCE_BUY",12250,25600
"t","ECO",7400,30700
"t","NORMAL",21950,28750
"t","PISTOL_ROUND",3650,3700
"ct","FORCE_BUY",9000,19600
"ct","ECO",22350,8050
"ct","ECO",25700,1000
"ct","NORMAL",31650,20500
"t","SEMI_ECO",31900,14400
"t","FORCE_BUY",12400,23400
"t","ECO",5550,25800
"t","NORMAL",19450,27300
"t","SEMI_ECO",10650,27750
"t","NORMAL",27750,28050
"ct","ECO",10000,27950
"ct","NORMAL",26700,27650
"t","NORMAL",26000,24600
"t","ECO",8650,27650
"t","NORMAL",35750,27450
"t","NORMAL",35800,24850
"t","NORMAL",28600,30200
"ct","NORMAL",35350,26150
"ct","PISTOL_ROUND",4250,3050
"ct","SEMI_ECO",18250,8000
"ct","ECO",20400,2950
"ct","NORMAL",21500,18900
"ct","ECO",29000,11000
"t","SEMI_ECO",32900,13450
"ct","NORMAL",29400,23800
"t","ECO",30550,10850
"t","NORMAL",20100,19850
"t","ECO",4400,24600
"ct","NORMAL",23250,27450
"ct","ECO",29350,4300
"t","FORCE_BUY",31250,17450
"ct","NORMAL",30650,21600
"ct","SEMI_ECO",21550,8750
"t","PISTOL_ROUND",3650,4450
"t","SEMI_ECO",7800,18350
"t","ECO",4800,21250
"t","NORMAL",14550,22150
"ct","SEMI_ECO",8850,22200
"ct","NORMAL",19800,21600
"ct","NORMAL",22100,18950
"t","ECO",26600,8900
"ct","NORMAL",25800,26300
"ct","SEMI_ECO",28950,11400
"ct","ECO",28850,3000
"t","NORMAL",26350,22300
"ct","PISTOL_ROUND",2950,4450
"ct","FORCE_BUY",15400,7250
"ct","ECO",24050,1600
"t","NORMAL",27050,20550
"ct","NORMAL",27100,17100
"ct","ECO",33350,2700
"t","FORCE_BUY",32750,15100
"ct","NORMAL",25850,19850
"ct","ECO",29900,6200
"ct","ECO",31800,4900
"t","NORMAL",32100,21150
"ct","NORMAL",19450,24700
"ct","ECO",24250,8200
"ct","FORCE_BUY",26450,15150
"ct","FORCE_BUY",25150,13900
"ct","PISTOL_ROUND",3250,4200
"t","ECO",17550,6500
"t","SEMI_ECO",8700,19500
"t","SEMI_ECO",9000,23300
"t","ECO",7950,27200
"t","PISTOL_ROUND",3650,4300
"t","FORCE_BUY",7000,12550
"t","ECO",2600,20650
"ct","NORMAL",21700,25200
"t","NORMAL",24600,24650
"t","ECO",1200,24850
"t","ECO",3200,25450
"ct","NORMAL",28650,24100
"t","NORMAL",17400,21000
"t","NORMAL",15750,19850
"t","ECO",1100,26550
"t","NORMAL",23700,28000
"t","ECO",3650,25950
"ct","NORMAL",28500,28900
"ct","NORMAL",19800,29200
"ct","PISTOL_ROUND",4300,4350
"ct","FORCE_BUY",12750,6150
"ct","ECO",20150,1100
"t","NORMAL",26800,23450
"t","NORMAL",18200,26150
"t","ECO",2300,28500
"t","NORMAL",27050,29600
"ct","ECO",4250,29600
"t","FORCE_BUY",32800,15150
"ct","NORMAL",23550,21450
"ct","PISTOL_ROUND",3650,3600
"ct","ECO",17050,3450
"ct","NORMAL",21750,19700
"ct","ECO",29800,1600
"t","NORMAL",29000,21150
"ct","NORMAL",24450,19100
"ct","ECO",26350,3100
"ct","ECO",29550,7300
"ct","NORMAL",23650,25050
"ct","ECO",27950,10200
"t","NORMAL",26650,20450
"t","NORMAL",13700,21150
"t","ECO",2500,22050
"ct","NORMAL",19950,27950
"t","NORMAL",28350,25050
"ct","PISTOL_ROUND",4400,2950
"ct","ECO",19400,2100
"ct","FORCE_BUY",21000,11300
"ct","NORMAL",24850,14950
"ct","ECO",29700,2550
"ct","NORMAL",29900,21450
"ct","NORMAL",33050,23250
"ct","SEMI_ECO",32450,13450
"ct","FORCE_BUY",30350,14350
"ct","ECO",33550,11650
"ct","ECO",35700,10400
"t","PISTOL_ROUND",4300,3800
"t","ECO",7450,19750
"ct","ECO",2950,21350
"ct","ECO",28450,2300
"ct","SEMI_ECO",28100,11800
"ct","ECO",29600,5200
"t","ECO",26550,4500
"ct","NORMAL",28250,21850
"ct","ECO",28550,5200
"ct","ECO",31650,4000
"ct","ECO",31950,10500
"ct","NORMAL",31300,19600
"t","NORMAL",16900,17550
"t","ECO",7600,25550
"t","PISTOL_ROUND",6250,16050
"t","ECO",1200,20250
"ct","NORMAL",24400,24000
"ct","ECO",24900,3750
"t","NORMAL",26100,22500
"ct","ECO",7000,29000
"ct","NORMAL",19500,21700
"ct","ECO",28450,3150
"t","NORMAL",29450,20600
"t","FORCE_BUY",14450,25150
"ct","PISTOL_ROUND",4500,4300
"t","ECO",17800,3100
"ct","ECO",6250,20100
"ct","NORMAL",21600,16150
"ct","ECO",22400,3400
"ct","NORMAL",26100,23900
"ct","ECO",29700,5200
"ct","NORMAL",29400,22350
"ct","NORMAL",28500,18250
"ct","FORCE_BUY",28700,15700
"ct","NORMAL",28350,17950
"t","FORCE_BUY",32200,18400
"t","NORMAL",24800,21300
"t","FORCE_BUY",12400,23500
"t","FORCE_BUY",12950,25400
"ct","PISTOL_ROUND",4350,4450
"ct","ECO",16150,2500
"ct","NORMAL",22000,21600
"ct","ECO",28700,7900
"t","NORMAL",30450,19600
"t","ECO",6550,24600
"t","SEMI_ECO",10800,24900
"t","NORMAL",28250,25200
"t","ECO",9850,28600
"t","NORMAL",23650,29100
"ct","PISTOL_ROUND",4200,3650
"t","ECO",15950,3950
"t","ECO",5750,16850
"t","ECO",2000,15950
"t","ECO",4550,23000
"ct","NORMAL",27600,23200
"ct","NORMAL",30000,22500
"t","SEMI_ECO",26950,10900
"t","NORMAL",7900,12700
"t","ECO",2250,21300
"t","NORMAL",18650,20100
"ct","ECO",4150,25000
"ct","NORMAL",29600,18850
"ct","FORCE_BUY",30100,16200
"ct","SEMI_ECO",30950,12900
"ct","PISTOL_ROUND",3700,4400
"t","SEMI_ECO",18200,7400
"t","ECO",1100,15650
"ct","ECO",6350,22300
"ct","FORCE_BUY",25650,14450
"ct","ECO",26300,2750
"ct","NORMAL",30700,22850
"ct","NORMAL",23700,20750
"t","NORMAL",27050,23200
"t","NORMAL",17350,25900
"ct","ECO",6950,26200
"t","NORMAL",25750,18850
"t","SEMI_ECO",10850,28050
"t","ECO",2700,23000
"t","NORMAL",21900,26250
"ct","PISTOL_ROUND",4250,3700
"ct","ECO",18450,1500
"t","NORMAL",21450,16350
"t","NORMAL",19050,20800
"t","ECO",4600,25200
"t","ECO",5150,24250
"ct","NORMAL",22600,28050
"ct","SEMI_ECO",20400,7850
"ct","ECO",28400,2000
"ct","NORMAL",29500,19650
"ct","FORCE_BUY",27400,12900
"t","NORMAL",33700,21400
"ct","FORCE_BUY",33200,18000
"t","ECO",35650,6300
"ct","NORMAL",25350,25850
"t","ECO",5600,16500
"t","ECO",3850,23150
"t","NORMAL",24650,25400
"t","ECO",8250,30800
"t","NORMAL",25850,30300
"t","FORCE_BUY",17450,29900
"t","PISTOL_ROUND",4250,3550
"t","ECO",4250,17600
"t","ECO",1000,19900
"t","NORMAL",25350,23800
"t","ECO",2600,28550
"ct","NORMAL",19850,28650
"t","NORMAL",30100,26650
"t","ECO",5600,25050
"t","FORCE_BUY",10900,19600
"t","NORMAL",16450,25750
"t","NORMAL",25200,25350
"t","ECO",7850,26650
"t","NORMAL",22750,28350
"t","SEMI_ECO",12000,28250
"t","NORMAL",25000,28350
"ct","PISTOL_ROUND",4400,2500
"t","ECO",21400,6100
"ct","NORMAL",10400,16150
"t","PISTOL_ROUND",4350,3650
"t","FORCE_BUY",6750,12050
"ct","ECO",4300,18850
"ct","ECO",29400,9400
"ct","SEMI_ECO",28850,12450
"t","ECO",32350,10100
"ct","NORMAL",29900,27000
"t","NORMAL",27450,20850
"t","ECO",4150,26600
"t","ECO",3250,26800
"t","NORMAL",28200,28900
"ct","NORMAL",17100,24250
"t","NORMAL",28250,22050
"ct","NORMAL",19100,24750
"ct","FORCE_BUY",32300,17350
"ct","PISTOL_ROUND",3450,4350
"ct","SEMI_ECO",18100,7200
"ct","ECO",23100,1500
"t","NORMAL",25750,19000
"t","ECO",2950,23800
"t","SEMI_ECO",11150,26200
"ct","FORCE_BUY",14700,24650
"t","NORMAL",17100,21400
"t","ECO",8100,23450
"t","ECO",3600,22550
"ct","NORMAL",20050,24350
"ct","NORMAL",21600,25450
"ct","FORCE_BUY",28750,15550
"t","NORMAL",22750,22450
"t","NORMAL",13450,18600
"t","NORMAL",32600,27300
"ct","NORMAL",18700,29950
"t","NORMAL",33400,30000
"ct","NORMAL",36350,23950
"t","PISTOL_ROUND",3600,4350
"t","ECO",4800,18800
"t","ECO",1100,18450
"ct","NORMAL",26300,24500
"t","NORMAL",28000,18400
"t","ECO",6450,24450
"t","ECO",2550,26850
"ct","NORMAL",24600,28450
"ct","NORMAL",29250,24750
"t","ECO",28950,5800
"t","FORCE_BUY",14850,28450
"t","ECO",1000,31450
"t","NORMAL",22650,29700
"t","SEMI_ECO",10850,24900
"t","NORMAL",24650,28250
"t","PISTOL_ROUND",4150,4250
"t","SEMI_ECO",6700,17000
"t","ECO",1200,21550
"ct","NORMAL",23950,26350
"t","NORMAL",15300,12700
"t","ECO",9050,24700
"t","ECO",6500,26600
"t","NORMAL",19200,22750
"t","ECO",5000,25300
"ct","NORMAL",30550,25100
"ct","NORMAL",30200,26950
"t","FORCE_BUY",28650,14200
"t","NORMAL",23450,23100
"t","ECO",2000,22300
"ct","NORMAL",25350,27950
"t","PISTOL_ROUND",5100,3350
"t","SEMI_ECO",6050,14200
"t","ECO",1900,17750
"t","NORMAL",29850,22450
"t","NORMAL",20800,24100
"t","NORMAL",27250,22650
"t","SEMI_ECO",9150,21450
"ct","NORMAL",33950,24000
"ct","NORMAL",34750,25600
"t","NORMAL",38350,26900
"ct","NORMAL",21200,27450
"ct","NORMAL",30450,24600
"t","NORMAL",29150,22350
"t","ECO",2350,22750
"t","NORMAL",28100,27200
"ct","PISTOL_ROUND",4050,5200
"ct","SEMI_ECO",16350,7100
"ct","ECO",20700,4500
"ct","NORMAL",26000,23400
"ct","FORCE_BUY",28500,16550
"ct","PISTOL_ROUND",3000,4350
"ct","ECO",18350,6450
"t","NORMAL",17800,17300
"t","SEMI_ECO",9000,21450
"ct","NORMAL",21800,22550
"ct","ECO",29550,8600
"t","ECO",29850,2900
"t","FORCE_BUY",12650,25650
"t","ECO",2450,23700
"ct","NORMAL",23450,22300
"t","NORMAL",27100,25850
"t","SEMI_ECO",9050,22050
"t","ECO",4100,23850
"ct","NORMAL",24800,25050
"ct","NORMAL",28200,22050
"ct","PISTOL_ROUND",4350,4250
"ct","ECO",21000,1900
"ct","NORMAL",23950,21800
"ct","ECO",28450,3650
"t","NORMAL",30850,24200
"t","NORMAL",27900,24200
"ct","ECO",3800,28850
"t","NORMAL",28650,17850
"ct","SEMI_ECO",10650,27450
"ct","ECO",26250,2000
"t","FORCE_BUY",26350,12400
"t","NORMAL",12050,13500
"t","ECO",9050,24950
"t","NORMAL",24400,27000
"t","NORMAL",17500,27450
"ct","PISTOL_ROUND",4300,4300
"ct","ECO",17550,6000
"t","NORMAL",21150,18350
"ct","FORCE_BUY",12950,24100
"t","ECO",25700,6550
"t","ECO",7500,24300
"t","ECO",1000,28150
"t","NORMAL",23900,27300
"t","ECO",4300,30800
"t","NORMAL",28350,30000
"ct","SEMI_ECO",11400,28150
"t","NORMAL",31300,26250
"t","ECO",2650,29400
"ct","NORMAL",18250,25100
"t","NORMAL",22950,21100
"ct","PISTOL_ROUND",3750,4300
"ct","SEMI_ECO",17750,7300
"ct","ECO",24250,1200
"ct","NORMAL",24550,25100
"t","NORMAL",29350,22600
"t","SEMI_ECO",11050,25150
"t","ECO",7350,27650
"t","NORMAL",26200,26750
"t","ECO",5650,25050
"t","NORMAL",28750,28250
"t","ECO",9750,28250
"ct","NORMAL",28700,28350
"t","NORMAL",31850,27850
"t","ECO",5500,28250
"t","NORMAL",18750,28250
"t","NORMAL",34000,27450
"ct","NORMAL",35000,27650
"t","NORMAL",36650,28450
"ct","NORMAL",30950,27950
"t","NORMAL",32500,29300
"t","NORMAL",32900,27850
"t","NORMAL",30800,29200
"t","NORMAL",34000,28150
"t","NORMAL",30550,28150
"t","NORMAL",36600,29350
"ct","NORMAL",32100,27500
"t","PISTOL_ROUND",4400,4350
"t","SEMI_ECO",6750,15950
"t","ECO",1500,19000
"t","NORMAL",22300,23300
"ct","FORCE_BUY",13800,25700
"ct","NORMAL",27600,24000
"t","FORCE_BUY",25800,12550
"t","NORMAL",18850,26950
"t","ECO",5400,22500
"ct","NORMAL",19850,28450
"ct","NORMAL",23400,25600
"ct","NORMAL",29150,24100
"t","NORMAL",26250,20350
"t","NORMAL",17700,17450
"t","FORCE_BUY",11600,23050
"ct","PISTOL_ROUND",4500,3650
"ct","SEMI_ECO",17700,7450
"t","NORMAL",23100,15600
"ct","NORMAL",12150,18400
"ct","SEMI_ECO",28000,10850
"ct","ECO",30050,10350
"ct","NORMAL",30350,18700
"ct","PISTOL_ROUND",4350,3950
"t","ECO",16800,6050
"t","ECO",5950,17750
"t","FORCE_BUY",11800,22500
"t","ECO",4650,28300
"ct","NORMAL",26000,29350
"ct","NORMAL",25050,20250
"t","ECO",30600,4950
"t","ECO",3100,27300
"t","NORMAL",19800,27850
"t","ECO",1600,27850
"t","NORMAL",23100,25250
"ct","ECO",10750,29000
"t","NORMAL",31400,20750
"t","NORMAL",17950,23800
"ct","PISTOL_ROUND",4300,4350
"t","ECO",14500,3850
"t","SEMI_ECO",8800,19750
"t","ECO",2650,21650
"ct","ECO",4450,25700
"ct","NORMAL",27900,17900
"t","NORMAL",31600,19850
"t","NORMAL",27400,23500
"t","ECO",3700,20950
"t","NORMAL",21850,26550
"t","NORMAL",16750,25650
"t","ECO",4550,27650
"t","NORMAL",33150,27250
"t","NORMAL",26000,26750
"t","NORMAL",18750,28350
"ct","PISTOL_ROUND",4300,4000
"ct","ECO",13550,4450
"t","NORMAL",12950,16400
"t","ECO",4700,26850
"t","NORMAL",16850,24050
"t","ECO",5000,25950
"t","NORMAL",23800,28850
"t","ECO",8350,28750
"t","NORMAL",23350,28750
"t","ECO",5850,30800
"t","NORMAL",27750,28250
"t","NORMAL",17850,27850
"ct","FORCE_BUY",14750,27350
"ct","NORMAL",25400,22750
"t","NORMAL",24900,24450
"ct","PISTOL_ROUND",4500,3800
"ct","ECO",20450,5350
"ct","FORCE_BUY",24400,12450
"ct","FORCE_BUY",28950,16750
"ct","NORMAL",25900,16800
"t","PISTOL_ROUND",4450,4300
"t","FORCE_BUY",7800,16300
"t","ECO",2400,22300
"t","ECO",8600,26000
"t","NORMAL",27450,27550
"t","ECO",3850,28800
"t","NORMAL",30250,28200
"ct","ECO",8550,28800
"t","NORMAL",23850,27700
"t","ECO",4650,29750
"t","SEMI_ECO",14550,35200
"t","FORCE_BUY",15000,28450
"t","NORMAL",20900,30300
"t","NORMAL",18700,20200
"t","NORMAL",20750,27350
"t","PISTOL_ROUND",4300,4350
"t","SEMI_ECO",7850,18950
"ct","ECO",3150,21400
"ct","FORCE_BUY",24950,13150
"ct","PISTOL_ROUND",4250,4200
"ct","SEMI_ECO",16650,6600
"ct","ECO",17700,1200
"t","NORMAL",29500,22300
"ct","FORCE_BUY",11750,21650
"ct","FORCE_BUY",31700,15100
"ct","ECO",32600,6100
"ct","FORCE_BUY",33850,20300
"ct","ECO",33000,4650
"ct","NORMAL",33400,25800
"t","NORMAL",34300,20750
"ct","FORCE_BUY",32250,18850
"ct","ECO",33150,7750
"ct","ECO",33150,11500
"ct","ECO",33550,7700
"t","PISTOL_ROUND",4350,4050
"t","ECO",6350,20200
"t","FORCE_BUY",10450,20500
"ct","PISTOL_ROUND",3900,3650
"ct","FORCE_BUY",17450,8300
"ct","ECO",22950,1100
"t","NORMAL",29050,22500
"ct","FORCE_BUY",13400,27350
"ct","ECO",30550,5150
"t","ECO",31850,10550
"t","NORMAL",30900,22100
"t","ECO",5550,23800
"t","NORMAL",19800,23400
"t","NORMAL",19100,25300
"t","ECO",9300,25300
"t","NORMAL",25350,25700
"ct","ECO",6350,25300
"ct","NORMAL",21500,25650
"t","PISTOL_ROUND",4300,4000
"t","SEMI_ECO",7150,17850
"t","ECO",2150,21400
"t","NORMAL",23050,20550
"t","ECO",7300,25450
"ct","NORMAL",23300,25550
"t","ECO",32350,4500
"t","NORMAL",22150,22800
"ct","SEMI_ECO",9050,23750
"ct","SEMI_ECO",25200,10550
"ct","ECO",31200,5800
"ct","ECO",32300,9950
"ct","ECO",31850,3000
"ct","NORMAL",32200,28650
"ct","NORMAL",32550,24300
"t","FORCE_BUY",7100,14300
"t","ECO",6600,23500
"ct","NORMAL",21350,26400
"t","NORMAL",23450,25750
"t","ECO",7900,27350
"t","ECO",2000,29500
"ct","NORMAL",25100,30500
"t","NORMAL",25250,26650
"t","ECO",6150,24700
"t","ECO",1800,30600
"ct","NORMAL",18700,28750
"t","NORMAL",25700,25200
"t","NORMAL",17600,27650
"t","ECO",8700,29750
"ct","PISTOL_ROUND",4200,3850
"ct","ECO",20750,6400
"t","NORMAL",23950,15900
"t","NORMAL",19650,22850
"t","ECO",3200,24900
"ct","NORMAL",19300,27050
"t","NORMAL",29650,22950
"ct","NORMAL",22050,22350
"t","PISTOL_ROUND",4500,4300
"t","ECO",5200,17150
"t","ECO",1200,17300
"ct","NORMAL",20300,26450
"ct","NORMAL",25650,24050
"ct","ECO",28950,5950
"ct","NORMAL",26750,16700
"ct","ECO",22700,6550
"t","NORMAL",30550,25050
"t","NORMAL",19800,19250
"t","ECO",4650,19400
"t","NORMAL",22250,26150
"t","ECO",5050,26950
"t","NORMAL",28850,27400
"ct","NORMAL",22900,27550
"t","PISTOL_ROUND",4450,4350
"t","SEMI_ECO",7050,18050
"t","ECO",2250,19650
"ct","NORMAL",22500,24750
"ct","NORMAL",21350,17000
"ct","FORCE_BUY",27900,13250
"ct","ECO",29050,3650
"ct","NORMAL",29550,21150
"ct","FORCE_BUY",23050,11600
"ct","NORMAL",23350,14750
"t","NORMAL",3600,4250
"ct","FORCE_BUY",8950,16800
"ct","ECO",21900,6650
"ct","ECO",25000,1100
"ct","NORMAL",29400,23100
"ct","ECO",30400,6300
"ct","NORMAL",30300,25000
"ct","ECO",31150,7450
"t","NORMAL",32250,22350
"ct","NORMAL",32150,26200
"ct","ECO",32950,8600
"ct","ECO",34200,2700
"ct","NORMAL",34300,25800
"ct","ECO",34600,6550
"t","NORMAL",31900,26100
"ct","PISTOL_ROUND",4350,4050
"t","FORCE_BUY",17100,8200
"t","FORCE_BUY",12500,24300
"ct","ECO",10300,27950
"ct","FORCE_BUY",29300,14900
"ct","ECO",29100,3500
"t","NORMAL",31450,22150
"t","NORMAL",19350,26100
"t","PISTOL_ROUND",3400,3600
"ct","ECO",6300,16850
"ct","SEMI_ECO",19550,8150
"ct","ECO",21650,4500
"ct","NORMAL",26650,23700
"ct","ECO",26700,2000
"ct","NORMAL",28300,24850
"ct","ECO",31000,6350
"ct","NORMAL",26500,17700
"t","NORMAL",24350,15800
"ct","NORMAL",24300,18000
"ct","FORCE_BUY",23350,11200
"ct","FORCE_BUY",25750,14800
"t","ECO",25650,7700
"t","NORMAL",4500,4400
"t","PISTOL_ROUND",6550,16550
"t","SEMI_ECO",7950,20150
"ct","NORMAL",15600,20150
"ct","NORMAL",21450,18950
"t","NORMAL",25850,23850
